Location Type,Incident Zip,City,Borough,Latitude,Longitude,num_calls
Street/Sidewalk,10009,NEW YORK,MANHATTAN,40.73003889,-73.98064627,19
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.72109465,-73.98728323,11
Store/Commercial,11249,BROOKLYN,BROOKLYN,40.71307855,-73.96660131,11
Residential Building/House,11222,BROOKLYN,BROOKLYN,40.73677571,-73.95532748,80
House of Worship,11106,ASTORIA,QUEENS,40.75566577,-73.92496642,172
Park/Playground,10040,NEW YORK,MANHATTAN,40.85687943,-73.93253402,18
Store/Commercial,10022,NEW YORK,MANHATTAN,40.75926849,-73.97114798,80
Street/Sidewalk,11372,JACKSON HEIGHTS,QUEENS,40.75557799,-73.88508195,11
Club/Bar/Restaurant,10003,NEW YORK,MANHATTAN,40.73523231,-73.9828206,17
Store/Commercial,10034,NEW YORK,MANHATTAN,40.8660547,-73.91929936,10
Residential Building/House,11211,BROOKLYN,BROOKLYN,40.71783505,-73.95772468,13
House of Worship,10010,NEW YORK,MANHATTAN,40.74073263,-73.98176185,22
Park/Playground,11249,BROOKLYN,BROOKLYN,40.72224356,-73.95889437,52
Store/Commercial,10025,NEW YORK,MANHATTAN,40.7938383,-73.97053709,14
Street/Sidewalk,10037,NEW YORK,MANHATTAN,40.81056065,-73.93924954,14
Club/Bar/Restaurant,10470,BRONX,BRONX,40.90011529,-73.86765342,12
Store/Commercial,11249,BROOKLYN,BROOKLYN,40.71662604,-73.96179814,38
Residential Building/House,11209,BROOKLYN,BROOKLYN,40.62269783,-74.02540685,10
House of Worship,11385,RIDGEWOOD,QUEENS,40.70930472,-73.90699824,27
Park/Playground,11205,BROOKLYN,BROOKLYN,40.68928026,-73.95507804,24
Store/Commercial,11377,WOODSIDE,QUEENS,40.75737639,-73.90367891,22
Street/Sidewalk,10034,NEW YORK,MANHATTAN,40.86597801,-73.91953085,83
Club/Bar/Restaurant,10304,STATEN ISLAND,STATEN ISLAND,40.62594784,-74.07520116,13
Store/Commercial,10002,NEW YORK,MANHATTAN,40.71718124,-73.99547634,13
Residential Building/House,11385,RIDGEWOOD,QUEENS,40.70137091,-73.90524211,28
House of Worship,10038,NEW YORK,MANHATTAN,40.70996512,-74.00721759,22
Park/Playground,11222,BROOKLYN,BROOKLYN,40.72774509,-73.94213564,21
Store/Commercial,10025,NEW YORK,MANHATTAN,40.80058622,-73.9656147,15
Street/Sidewalk,11420,SOUTH OZONE PARK,QUEENS,40.67962258,-73.82092935,10
Club/Bar/Restaurant,11412,SAINT ALBANS,QUEENS,40.69572285,-73.76158885,23
Store/Commercial,11101,LONG ISLAND CITY,QUEENS,40.75416793,-73.93059513,104
Residential Building/House,10033,NEW YORK,MANHATTAN,40.8450841,-73.93499288,88
House of Worship,10027,NEW YORK,MANHATTAN,40.80729251,-73.94645539,23
Park/Playground,10016,NEW YORK,MANHATTAN,40.74478006,-73.97588188,12
Store/Commercial,11238,BROOKLYN,BROOKLYN,40.67250249,-73.95780388,25
Street/Sidewalk,10040,NEW YORK,MANHATTAN,40.85660476,-73.93219449,10
Club/Bar/Restaurant,10019,NEW YORK,MANHATTAN,40.76545533,-73.98750219,13
Store/Commercial,10453,BRONX,BRONX,40.85833748,-73.90265424,36
Residential Building/House,11222,BROOKLYN,BROOKLYN,40.724578,-73.95526711,35
House of Worship,10013,NEW YORK,MANHATTAN,40.71610813,-73.99984849,14
Park/Playground,11368,CORONA,QUEENS,40.75277207,-73.86418165,14
Store/Commercial,11249,BROOKLYN,BROOKLYN,40.72221014,-73.95755956,22
Street/Sidewalk,10014,NEW YORK,MANHATTAN,40.73457209,-74.00224438,16
Club/Bar/Restaurant,10128,NEW YORK,MANHATTAN,40.7804436,-73.95281395,12
Store/Commercial,10465,BRONX,BRONX,40.83087217,-73.82638709,10
Residential Building/House,11201,BROOKLYN,BROOKLYN,40.69466861,-73.99388395,11
House of Worship,10021,NEW YORK,MANHATTAN,40.77122551,-73.95658242,10
Park/Playground,10464,BRONX,BRONX,40.84986646,-73.78754215,14
Store/Commercial,10307,STATEN ISLAND,STATEN ISLAND,40.51479975,-74.24842949,110
Street/Sidewalk,10003,NEW YORK,MANHATTAN,40.73035573,-73.98999114,25
Club/Bar/Restaurant,11218,BROOKLYN,BROOKLYN,40.63755382,-73.96831094,38
Store/Commercial,11206,BROOKLYN,BROOKLYN,40.704234,-73.9330095,31
Residential Building/House,11421,WOODHAVEN,QUEENS,40.69160096,-73.86536281,15
House of Worship,11106,ASTORIA,QUEENS,40.75562188,-73.92500256,64
Park/Playground,10307,STATEN ISLAND,STATEN ISLAND,40.51362974,-74.2512771,20
Store/Commercial,10017,NEW YORK,MANHATTAN,40.75246678,-73.97026304,245
Street/Sidewalk,11372,JACKSON HEIGHTS,QUEENS,40.75598053,-73.88144289,14
Club/Bar/Restaurant,10024,NEW YORK,MANHATTAN,40.7845544,-73.97728661,103
Store/Commercial,11238,BROOKLYN,BROOKLYN,40.67804218,-73.96871351,13
Residential Building/House,10012,NEW YORK,MANHATTAN,40.72842386,-73.99967889,11
House of Worship,10307,STATEN ISLAND,STATEN ISLAND,40.51370173,-74.25098966,25
Park/Playground,10018,NEW YORK,MANHATTAN,40.75505561,-73.98859419,10
Store/Commercial,10003,NEW YORK,MANHATTAN,40.72802505,-73.98629693,42
Street/Sidewalk,11228,BROOKLYN,BROOKLYN,40.61128741,-74.0093319,15
Club/Bar/Restaurant,11203,BROOKLYN,BROOKLYN,40.6494905,-73.93012743,20
Store/Commercial,11103,ASTORIA,QUEENS,40.77023389,-73.91561027,26
Residential Building/House,10009,NEW YORK,MANHATTAN,40.7259883,-73.98516809,22
House of Worship,10034,NEW YORK,MANHATTAN,40.86643394,-73.92833399,77
Park/Playground,10011,NEW YORK,MANHATTAN,40.74360495,-73.99444243,30
Store/Commercial,10012,NEW YORK,MANHATTAN,40.72851718,-73.99988815,12
Street/Sidewalk,10027,NEW YORK,MANHATTAN,40.81398419,-73.94654754,171
Club/Bar/Restaurant,11238,BROOKLYN,BROOKLYN,40.68268425,-73.96180317,17
Store/Commercial,10465,BRONX,BRONX,40.81953104,-73.81753607,19
Residential Building/House,11104,SUNNYSIDE,QUEENS,40.74727733,-73.92420714,72
House of Worship,11234,BROOKLYN,BROOKLYN,40.61901245,-73.92587647,36
Park/Playground,11238,BROOKLYN,BROOKLYN,40.68161246,-73.95797118,19
Store/Commercial,10075,NEW YORK,MANHATTAN,40.7707057,-73.95388227,11
Street/Sidewalk,10009,NEW YORK,MANHATTAN,40.72267233,-73.98296454,39
Club/Bar/Restaurant,11220,BROOKLYN,BROOKLYN,40.6471866,-74.00816575,11
Store/Commercial,11385,RIDGEWOOD,QUEENS,40.70311348,-73.90818264,13
Residential Building/House,10023,NEW YORK,MANHATTAN,40.77242019,-73.97872407,30
House of Worship,10010,NEW YORK,MANHATTAN,40.74058992,-73.98187736,18
Park/Playground,10014,NEW YORK,MANHATTAN,40.74002303,-74.00605526,10
Store/Commercial,11211,BROOKLYN,BROOKLYN,40.71300542,-73.93635895,58
Street/Sidewalk,10036,NEW YORK,MANHATTAN,40.76135772,-73.9905099,16
Club/Bar/Restaurant,10023,NEW YORK,MANHATTAN,40.77303219,-73.9782834,87
Store/Commercial,11238,BROOKLYN,BROOKLYN,40.68244394,-73.96570085,24
Residential Building/House,11211,BROOKLYN,BROOKLYN,40.70852773,-73.95816341,13
House of Worship,10031,NEW YORK,MANHATTAN,40.83022246,-73.94768359,31
Park/Playground,11211,BROOKLYN,BROOKLYN,40.71810371,-73.95004428,15
Store/Commercial,10463,BRONX,BRONX,40.87957459,-73.90431552,26
Street/Sidewalk,11237,BROOKLYN,BROOKLYN,40.70498071,-73.92028784,23
Club/Bar/Restaurant,10030,NEW YORK,MANHATTAN,40.81437291,-73.9443688,93
Store/Commercial,11215,BROOKLYN,BROOKLYN,40.66364413,-73.98968396,17
Residential Building/House,11238,BROOKLYN,BROOKLYN,40.68113675,-73.95566761,10
House of Worship,11209,BROOKLYN,BROOKLYN,40.63404998,-74.02674784,16
Park/Playground,11209,BROOKLYN,BROOKLYN,40.62566796,-74.02418675,17
Store/Commercial,11101,LONG ISLAND CITY,QUEENS,40.75443052,-73.9337206,26
Street/Sidewalk,10310,STATEN ISLAND,STATEN ISLAND,40.63354698,-74.12407536,209
Club/Bar/Restaurant,11102,ASTORIA,QUEENS,40.77152041,-73.92651543,17
Store/Commercial,10458,BRONX,BRONX,40.85737258,-73.88601586,10
Residential Building/House,11214,BROOKLYN,BROOKLYN,40.60502681,-74.00486539,18
House of Worship,10036,NEW YORK,MANHATTAN,40.7572323,-73.98979219,39
Park/Playground,10464,BRONX,BRONX,40.85084212,-73.78824389,13
Store/Commercial,11222,BROOKLYN,BROOKLYN,40.73444802,-73.95495738,11
Street/Sidewalk,10001,NEW YORK,MANHATTAN,40.74499613,-73.98877275,19
Club/Bar/Restaurant,11217,BROOKLYN,BROOKLYN,40.68002534,-73.97450642,21
Store/Commercial,10465,BRONX,BRONX,40.82592677,-73.82137752,54
Residential Building/House,10003,NEW YORK,MANHATTAN,40.72618332,-73.98632618,20
House of Worship,10472,BRONX,BRONX,40.82835954,-73.88184148,36
Park/Playground,11234,BROOKLYN,BROOKLYN,40.61927054,-73.92185985,12
Store/Commercial,11217,BROOKLYN,BROOKLYN,40.68629416,-73.97346557,25
Street/Sidewalk,11201,BROOKLYN,BROOKLYN,40.68727394,-73.99010939,24
Club/Bar/Restaurant,10003,NEW YORK,MANHATTAN,40.72582685,-73.98967794,19
Store/Commercial,10009,NEW YORK,MANHATTAN,40.72972602,-73.98085924,14
Residential Building/House,10029,NEW YORK,MANHATTAN,40.79600328,-73.93540919,15
House of Worship,11209,BROOKLYN,BROOKLYN,40.62346224,-74.03105917,34
Park/Playground,10003,NEW YORK,MANHATTAN,40.72588449,-73.98965268,11
Store/Commercial,10040,NEW YORK,MANHATTAN,40.85932419,-73.93123734,223
Street/Sidewalk,11203,BROOKLYN,BROOKLYN,40.63733699,-73.93079592,28
Club/Bar/Restaurant,11231,BROOKLYN,BROOKLYN,40.68262178,-73.99325769,10
Store/Commercial,11103,ASTORIA,QUEENS,40.75812247,-73.91716691,15
Residential Building/House,10014,NEW YORK,MANHATTAN,40.73940544,-74.00644854,11
House of Worship,10012,NEW YORK,MANHATTAN,40.72418316,-74.00319648,10
Park/Playground,10014,NEW YORK,MANHATTAN,40.73981713,-74.00680222,44
Store/Commercial,10031,NEW YORK,MANHATTAN,40.82450978,-73.95185049,41
Street/Sidewalk,11205,BROOKLYN,BROOKLYN,40.69491177,-73.953181,19
Club/Bar/Restaurant,11106,ASTORIA,QUEENS,40.75471111,-73.92575434,17
Store/Commercial,11201,BROOKLYN,BROOKLYN,40.68736451,-73.99003366,13
Residential Building/House,11104,SUNNYSIDE,QUEENS,40.74653461,-73.91782372,14
House of Worship,10034,NEW YORK,MANHATTAN,40.86596699,-73.92776686,26
Park/Playground,10029,NEW YORK,MANHATTAN,40.79770616,-73.94860847,13
Store/Commercial,11249,BROOKLYN,BROOKLYN,40.71638437,-73.96142312,22
Street/Sidewalk,10467,BRONX,BRONX,40.88188601,-73.86373345,22
Club/Bar/Restaurant,10003,NEW YORK,MANHATTAN,40.72424568,-73.98774082,26
Store/Commercial,11238,BROOKLYN,BROOKLYN,40.68207438,-73.9602135,13
Residential Building/House,10009,NEW YORK,MANHATTAN,40.72725629,-73.98447148,46
House of Worship,10461,BRONX,BRONX,40.83349654,-73.82850509,20
Park/Playground,10011,NEW YORK,MANHATTAN,40.73899939,-74.00076141,11
Store/Commercial,10028,NEW YORK,MANHATTAN,40.77729237,-73.95215543,37
Street/Sidewalk,10301,STATEN ISLAND,STATEN ISLAND,40.63098847,-74.1021192,27
Club/Bar/Restaurant,10011,NEW YORK,MANHATTAN,40.73994328,-73.99156306,15
Store/Commercial,10018,NEW YORK,MANHATTAN,40.76003236,-74.00275781,18
Residential Building/House,11103,ASTORIA,QUEENS,40.76201265,-73.9109929,24
House of Worship,10459,BRONX,BRONX,40.82138121,-73.90090178,12
Park/Playground,10036,NEW YORK,MANHATTAN,40.76337544,-73.9964587,10
Store/Commercial,10466,BRONX,BRONX,40.90151967,-73.84693744,14
Street/Sidewalk,11249,BROOKLYN,BROOKLYN,40.71863699,-73.95900843,15
Club/Bar/Restaurant,10031,NEW YORK,MANHATTAN,40.83050507,-73.94746295,33
Store/Commercial,10012,NEW YORK,MANHATTAN,40.72976329,-73.99878408,11
Residential Building/House,10036,NEW YORK,MANHATTAN,40.75846113,-73.98286876,15
House of Worship,10001,NEW YORK,MANHATTAN,40.74718652,-73.98969629,13
Park/Playground,10040,NEW YORK,MANHATTAN,40.86466396,-73.92888905,10
Store/Commercial,11249,BROOKLYN,BROOKLYN,40.71488601,-73.96226087,10
Street/Sidewalk,11434,JAMAICA,QUEENS,40.68149095,-73.77232272,16
Club/Bar/Restaurant,11249,BROOKLYN,BROOKLYN,40.71070488,-73.96853587,20
Store/Commercial,11373,ELMHURST,QUEENS,40.73748845,-73.88345324,19
Residential Building/House,10034,NEW YORK,MANHATTAN,40.8670152,-73.92310895,55
House of Worship,10308,STATEN ISLAND,STATEN ISLAND,40.54452762,-74.14067346,21
Park/Playground,11211,BROOKLYN,BROOKLYN,40.71407488,-73.95115833,13
Store/Commercial,10018,NEW YORK,MANHATTAN,40.76139103,-74.0017363,20
Street/Sidewalk,11222,BROOKLYN,BROOKLYN,40.7288524,-73.95741462,10
Club/Bar/Restaurant,10034,NEW YORK,MANHATTAN,40.86582691,-73.9276007,116
Store/Commercial,11418,RICHMOND HILL,QUEENS,40.69701262,-73.83697034,26
Residential Building/House,10002,NEW YORK,MANHATTAN,40.72176714,-73.98749235,62
House of Worship,10013,NEW YORK,MANHATTAN,40.71919324,-73.99984127,30
Park/Playground,11238,BROOKLYN,BROOKLYN,40.67569953,-73.95613989,10
Store/Commercial,10014,NEW YORK,MANHATTAN,40.74026183,-74.00586403,24
Street/Sidewalk,10312,STATEN ISLAND,STATEN ISLAND,40.54051909,-74.17716522,26
Club/Bar/Restaurant,10025,NEW YORK,MANHATTAN,40.80115778,-73.96788631,29
Store/Commercial,10002,NEW YORK,MANHATTAN,40.71996664,-73.98802299,56
Residential Building/House,11213,BROOKLYN,BROOKLYN,40.67058189,-73.93095248,25
House of Worship,10465,BRONX,BRONX,40.8262017,-73.82167669,10
Park/Playground,10029,NEW YORK,MANHATTAN,40.79546828,-73.9358106,17
Store/Commercial,11213,BROOKLYN,BROOKLYN,40.67071912,-73.93094873,15
Street/Sidewalk,10065,NEW YORK,MANHATTAN,40.76167245,-73.96044751,60
Club/Bar/Restaurant,10022,NEW YORK,MANHATTAN,40.75707705,-73.96693659,16
Store/Commercial,10128,NEW YORK,MANHATTAN,40.78151772,-73.94857764,11
Residential Building/House,11215,BROOKLYN,BROOKLYN,40.67482164,-73.97635782,14
House of Worship,11220,BROOKLYN,BROOKLYN,40.63834188,-74.01735262,12
Park/Playground,11106,ASTORIA,QUEENS,40.7630701,-73.92770879,23
Store/Commercial,11217,BROOKLYN,BROOKLYN,40.68154141,-73.97925782,42
Street/Sidewalk,11225,BROOKLYN,BROOKLYN,40.66569819,-73.95090178,24
Club/Bar/Restaurant,11249,BROOKLYN,BROOKLYN,40.71770885,-73.95787266,10
Store/Commercial,11106,ASTORIA,QUEENS,40.75625559,-73.92450373,12
Residential Building/House,11106,ASTORIA,QUEENS,40.75548198,-73.92513266,17
House of Worship,11423,HOLLIS,QUEENS,40.70925791,-73.77552104,34
Park/Playground,10009,NEW YORK,MANHATTAN,40.72726727,-73.98449673,52
Store/Commercial,11238,BROOKLYN,BROOKLYN,40.67535923,-73.95628432,34
Street/Sidewalk,10009,NEW YORK,MANHATTAN,40.72767633,-73.98521823,26
Club/Bar/Restaurant,10011,NEW YORK,MANHATTAN,40.74228478,-74.0044171,17
Store/Commercial,10034,NEW YORK,MANHATTAN,40.86821952,-73.91824099,30
Residential Building/House,10031,NEW YORK,MANHATTAN,40.83068342,-73.94735801,13
House of Worship,11372,JACKSON HEIGHTS,QUEENS,40.7557629,-73.88335269,18
Park/Playground,10003,NEW YORK,MANHATTAN,40.72726477,-73.98640894,14
Store/Commercial,11377,WOODSIDE,QUEENS,40.73938896,-73.9202178,17
Street/Sidewalk,11101,LONG ISLAND CITY,QUEENS,40.7495058,-73.95515292,11
Club/Bar/Restaurant,10040,NEW YORK,MANHATTAN,40.85783979,-73.9320414,33
Store/Commercial,11219,BROOKLYN,BROOKLYN,40.64043183,-73.99432131,26
Residential Building/House,11225,BROOKLYN,BROOKLYN,40.65904306,-73.96052639,10
House of Worship,11210,BROOKLYN,BROOKLYN,40.63523081,-73.95023243,11
Park/Playground,10001,NEW YORK,MANHATTAN,40.75155382,-74.00362729,45
Store/Commercial,11360,BAYSIDE,QUEENS,40.78655569,-73.79308146,17
Street/Sidewalk,11213,BROOKLYN,BROOKLYN,40.670532,-73.93015946,31
Club/Bar/Restaurant,11414,HOWARD BEACH,QUEENS,40.64911954,-73.83738647,95
Store/Commercial,11235,BROOKLYN,BROOKLYN,40.58790188,-73.95588792,74
Residential Building/House,11249,BROOKLYN,BROOKLYN,40.72228696,-73.9574621,17
House of Worship,10009,NEW YORK,MANHATTAN,40.72631194,-73.98336048,39
Park/Playground,10013,NEW YORK,MANHATTAN,40.72050519,-73.99683617,15
Store/Commercial,10002,NEW YORK,MANHATTAN,40.7202352,-73.98447673,10
Street/Sidewalk,10464,BRONX,BRONX,40.85320563,-73.78991724,10
Club/Bar/Restaurant,11217,BROOKLYN,BROOKLYN,40.67987442,-73.97471558,17
Store/Commercial,10028,NEW YORK,MANHATTAN,40.77719359,-73.95223855,41
Residential Building/House,10469,BRONX,BRONX,40.87432431,-73.8568751,10
House of Worship,11102,ASTORIA,QUEENS,40.77279783,-73.91610164,54
Park/Playground,10014,NEW YORK,MANHATTAN,40.73938894,-74.00684909,37
Store/Commercial,10003,NEW YORK,MANHATTAN,40.72648555,-73.98921603,16
Street/Sidewalk,10018,NEW YORK,MANHATTAN,40.7565272,-73.99401904,11
Club/Bar/Restaurant,10003,NEW YORK,MANHATTAN,40.73453342,-73.99226737,17
Store/Commercial,10301,STATEN ISLAND,STATEN ISLAND,40.63770615,-74.07981556,19
Residential Building/House,11203,BROOKLYN,BROOKLYN,40.65982841,-73.94763701,10
House of Worship,10024,NEW YORK,MANHATTAN,40.78358839,-73.97801636,13
Park/Playground,11102,ASTORIA,QUEENS,40.7664578,-73.92042364,22
Store/Commercial,11103,ASTORIA,QUEENS,40.76132004,-73.91709074,11
Street/Sidewalk,11432,JAMAICA,QUEENS,40.70789538,-73.78647615,16
Club/Bar/Restaurant,11206,BROOKLYN,BROOKLYN,40.69779413,-73.93670886,15
Store/Commercial,10023,NEW YORK,MANHATTAN,40.77139424,-73.98215781,14
Residential Building/House,11238,BROOKLYN,BROOKLYN,40.67928681,-73.96360417,10
House of Worship,10308,STATEN ISLAND,STATEN ISLAND,40.54430774,-74.14090687,34
Park/Playground,11203,BROOKLYN,BROOKLYN,40.66049705,-73.93978989,68
Store/Commercial,11201,BROOKLYN,BROOKLYN,40.6981756,-73.9849579,59
Street/Sidewalk,11205,BROOKLYN,BROOKLYN,40.69132926,-73.95175916,17
Club/Bar/Restaurant,11101,LONG ISLAND CITY,QUEENS,40.74725134,-73.95259565,15
Store/Commercial,11238,BROOKLYN,BROOKLYN,40.67407979,-73.96304823,21
Residential Building/House,10003,NEW YORK,MANHATTAN,40.73445655,-73.99206531,10
House of Worship,10033,NEW YORK,MANHATTAN,40.84571889,-73.93635125,13
Park/Playground,11226,BROOKLYN,BROOKLYN,40.63952685,-73.95126694,11
Store/Commercial,10011,NEW YORK,MANHATTAN,40.73231592,-74.00051236,12
Street/Sidewalk,10012,NEW YORK,MANHATTAN,40.72417495,-74.00226207,22
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.72150321,-73.98395693,15
Store/Commercial,11209,BROOKLYN,BROOKLYN,40.62501047,-74.03042587,29
Residential Building/House,10302,STATEN ISLAND,STATEN ISLAND,40.6298145,-74.14039929,24
House of Worship,11209,BROOKLYN,BROOKLYN,40.62490067,-74.03048346,65
Park/Playground,11238,BROOKLYN,BROOKLYN,40.67358845,-73.96295477,18
Store/Commercial,10036,NEW YORK,MANHATTAN,40.76007077,-73.99654912,12
Street/Sidewalk,11206,BROOKLYN,BROOKLYN,40.70836494,-73.94336077,12
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.71848659,-73.98309187,17
Store/Commercial,11211,BROOKLYN,BROOKLYN,40.71281939,-73.95511268,60
Residential Building/House,11234,BROOKLYN,BROOKLYN,40.61896075,-73.92658253,44
House of Worship,10009,NEW YORK,MANHATTAN,40.72727826,-73.98456889,21
Park/Playground,10016,NEW YORK,MANHATTAN,40.74830206,-73.97833838,10
Store/Commercial,11206,BROOKLYN,BROOKLYN,40.71066973,-73.93653431,20
Street/Sidewalk,11101,LONG ISLAND CITY,QUEENS,40.75427528,-73.93586473,17
Club/Bar/Restaurant,10023,NEW YORK,MANHATTAN,40.77149309,-73.98241411,19
Store/Commercial,10463,BRONX,BRONX,40.87802224,-73.90240484,10
Residential Building/House,10032,NEW YORK,MANHATTAN,40.83745035,-73.93869013,22
House of Worship,11101,LONG ISLAND CITY,QUEENS,40.75178639,-73.94792566,12
Park/Playground,11375,FOREST HILLS,QUEENS,40.71010746,-73.84870075,56
Store/Commercial,10458,BRONX,BRONX,40.85441802,-73.88753192,14
Street/Sidewalk,10009,NEW YORK,MANHATTAN,40.72463439,-73.98018965,33
Club/Bar/Restaurant,11210,BROOKLYN,BROOKLYN,40.63520061,-73.95020002,16
Store/Commercial,11101,LONG ISLAND CITY,QUEENS,40.74261883,-73.95415793,10
Residential Building/House,11377,WOODSIDE,QUEENS,40.74507493,-73.90428495,22
House of Worship,11415,KEW GARDENS,QUEENS,40.70603768,-73.83142988,20
Park/Playground,10036,NEW YORK,MANHATTAN,40.76009771,-73.98862943,72
Store/Commercial,10461,BRONX,BRONX,40.85163365,-73.84400868,16
Street/Sidewalk,10472,BRONX,BRONX,40.82605852,-73.87829732,19
Club/Bar/Restaurant,10022,NEW YORK,MANHATTAN,40.75707156,-73.96692938,17
Store/Commercial,10010,NEW YORK,MANHATTAN,40.7379031,-73.9838339,41
Residential Building/House,11215,BROOKLYN,BROOKLYN,40.66315501,-73.98470988,31
House of Worship,11377,WOODSIDE,QUEENS,40.7536108,-73.90392257,10
Park/Playground,11220,BROOKLYN,BROOKLYN,40.64182776,-74.01738596,11
Store/Commercial,10034,NEW YORK,MANHATTAN,40.86676099,-73.92061093,44
Street/Sidewalk,11418,RICHMOND HILL,QUEENS,40.69956716,-73.83068528,127
Club/Bar/Restaurant,10025,NEW YORK,MANHATTAN,40.80288579,-73.96393753,20
Store/Commercial,11219,BROOKLYN,BROOKLYN,40.63148095,-74.00797649,18
Residential Building/House,11221,BROOKLYN,BROOKLYN,40.69462615,-73.93104298,12
House of Worship,11206,BROOKLYN,BROOKLYN,40.70081771,-73.92998708,12
Park/Playground,10034,NEW YORK,MANHATTAN,40.86909004,-73.93158518,14
Store/Commercial,10458,BRONX,BRONX,40.8541375,-73.88695764,50
Street/Sidewalk,10302,STATEN ISLAND,STATEN ISLAND,40.63436537,-74.13582957,11
Club/Bar/Restaurant,11220,BROOKLYN,BROOKLYN,40.64041492,-74.01160961,14
Store/Commercial,10471,BRONX,BRONX,40.88956084,-73.89913283,30
Residential Building/House,10471,BRONX,BRONX,40.88955257,-73.89908583,26
House of Worship,10304,STATEN ISLAND,STATEN ISLAND,40.62650206,-74.07553682,45
Park/Playground,10470,BRONX,BRONX,40.90127661,-73.85208191,21
Store/Commercial,11211,BROOKLYN,BROOKLYN,40.71742349,-73.95815061,29
Street/Sidewalk,11238,BROOKLYN,BROOKLYN,40.67721797,-73.95768914,77
Club/Bar/Restaurant,11415,KEW GARDENS,QUEENS,40.70798579,-73.83097049,29
Store/Commercial,11103,ASTORIA,QUEENS,40.75856779,-73.91810847,13
Residential Building/House,11372,JACKSON HEIGHTS,QUEENS,40.75106308,-73.8722373,10
House of Worship,11105,ASTORIA,QUEENS,40.76965595,-73.90995017,11
Park/Playground,11215,BROOKLYN,BROOKLYN,40.67628864,-73.98379116,12
Store/Commercial,11103,ASTORIA,QUEENS,40.75981907,-73.91389803,11
Street/Sidewalk,10457,BRONX,BRONX,40.85233095,-73.88923437,12
Club/Bar/Restaurant,10036,NEW YORK,MANHATTAN,40.76323255,-73.99285606,28
Store/Commercial,10025,NEW YORK,MANHATTAN,40.8057161,-73.96556148,48
Residential Building/House,10019,NEW YORK,MANHATTAN,40.76543908,-73.98972234,11
House of Worship,11372,JACKSON HEIGHTS,QUEENS,40.75575482,-73.88350791,12
Park/Playground,10013,NEW YORK,MANHATTAN,40.71899008,-74.00330806,11
Store/Commercial,10021,NEW YORK,MANHATTAN,40.76997974,-73.95751829,15
Street/Sidewalk,10039,NEW YORK,MANHATTAN,40.82200374,-73.93991835,14
Club/Bar/Restaurant,11432,JAMAICA,QUEENS,40.71461032,-73.80254298,12
Store/Commercial,10302,STATEN ISLAND,STATEN ISLAND,40.63195652,-74.13255334,10
Residential Building/House,11234,BROOKLYN,BROOKLYN,40.62582338,-73.92761249,50
House of Worship,11203,BROOKLYN,BROOKLYN,40.65240861,-73.92639076,13
Park/Playground,10027,NEW YORK,MANHATTAN,40.80865068,-73.94545729,12
Store/Commercial,10001,NEW YORK,MANHATTAN,40.75196007,-74.00262754,28
Street/Sidewalk,11372,JACKSON HEIGHTS,QUEENS,40.75577379,-73.88326243,143
Club/Bar/Restaurant,11226,BROOKLYN,BROOKLYN,40.64606398,-73.94907482,31
Store/Commercial,11217,BROOKLYN,BROOKLYN,40.68174132,-73.9768385,12
Residential Building/House,10013,NEW YORK,MANHATTAN,40.71895716,-73.9974892,19
House of Worship,11206,BROOKLYN,BROOKLYN,40.70786637,-73.94538826,15
Park/Playground,10301,STATEN ISLAND,STATEN ISLAND,40.61826634,-74.10518308,19
Store/Commercial,10009,NEW YORK,MANHATTAN,40.72517298,-73.98419056,52
Street/Sidewalk,10025,NEW YORK,MANHATTAN,40.80242871,-73.96833358,14
Club/Bar/Restaurant,11103,ASTORIA,QUEENS,40.76350737,-73.90949641,32
Store/Commercial,11211,BROOKLYN,BROOKLYN,40.7113011,-73.94758936,70
Residential Building/House,11238,BROOKLYN,BROOKLYN,40.68320971,-73.96563917,21
House of Worship,11237,BROOKLYN,BROOKLYN,40.70573362,-73.92152766,24
Park/Playground,10016,NEW YORK,MANHATTAN,40.7451164,-73.98446732,12
Store/Commercial,10033,NEW YORK,MANHATTAN,40.84814867,-73.93278143,10
Street/Sidewalk,11211,BROOKLYN,BROOKLYN,40.71189366,-73.94126205,12
Club/Bar/Restaurant,10012,NEW YORK,MANHATTAN,40.72288755,-73.99457403,10
Store/Commercial,10022,NEW YORK,MANHATTAN,40.75680596,-73.96922878,14
Residential Building/House,10019,NEW YORK,MANHATTAN,40.76643238,-73.98678361,11
House of Worship,10012,NEW YORK,MANHATTAN,40.72513011,-74.00315323,10
Park/Playground,11420,SOUTH OZONE PARK,QUEENS,40.68255971,-73.81414309,14
Store/Commercial,11209,BROOKLYN,BROOKLYN,40.62556773,-74.03018836,11
Street/Sidewalk,10028,NEW YORK,MANHATTAN,40.77680121,-73.95251685,35
Club/Bar/Restaurant,11249,BROOKLYN,BROOKLYN,40.7121645,-73.96643223,47
Store/Commercial,10002,NEW YORK,MANHATTAN,40.72168764,-73.98839066,89
Residential Building/House,11211,BROOKLYN,BROOKLYN,40.71829131,-73.95230962,41
House of Worship,11234,BROOKLYN,BROOKLYN,40.61629488,-73.92989924,12
